text	class
i did behave the same way when she was going through all this maybe i was the same or acted the same i don t think i did but i guess it is a matter of perception but when it happens to you you feel devastated	0
i feel cared for and accepted	1
i coaxed myself up onto a high horse reminding myself how gratuitously and nastily homophobic stand up comedy tends to be and how even if sam kinison s semi famous friend or his opening acts did not happen to fit that bill i still didn t feel like supporting the industry	1
i feel very privileged when i think that the homes that i grew up in still exist and i	1
i come out of that fight feeling whipped and saddened and hated for who i am and i have to put on my big girl panties and pretend hey everything s fine even though we re pissy at each other	0
i couldnt be entirely satisfied because i longed for a companion i could feel entirely devoted to as i am now	1
i do feel devastated	0
the patient whom i expected to get well suddenly passed away after he showed had his meals	0
i feel i really wronged commodore	0
i feel like i can breath now and not be so rushed	0
i neither ask for nor deserve to feel frightened when any kook puts me in danger for any reason	0
i look in the mirror these days i do think i look pretty but i also feel like i look boring at the same time	0
i was left feeling bothered by it for a long time afterwards	0
im tired of feeling lethargic and im hungry and im going to eat this bread and the sausage and the entire chocolate bar the minute i get home	0
i was feeling frustrated somewhere between season and season of ccs anime and found the anipike website and that there were fanfictions written about ccs characters	0
